               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.056848,            0.023577,                   0,             0.56201,             0.48352,               0.532,             0.21949,            0.051494,            0.017298,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.052735,            0.023107,                   0,             0.59426,             0.57971,             0.58466,             0.22937,             0.05132,            0.017085,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.054453,            0.023228,                   0,             0.58018,             0.49072,             0.53205,             0.19972,            0.054794,             0.01739,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.053739,            0.023507,                   0,             0.52894,             0.52899,             0.50736,              0.1833,            0.053167,            0.017338,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.053146,            0.023648,                   0,             0.67739,             0.63768,             0.64719,             0.24548,            0.049026,            0.016819,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.052015,            0.022756,                   0,             0.55794,             0.47561,             0.45268,             0.14518,            0.056271,            0.016496,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.052781,            0.022413,                   0,             0.53919,             0.52899,             0.50087,             0.19013,            0.052073,             0.01737,                   0,             0.00703,             0.00703,             0.00703
                  47,            0.053223,            0.023649,                   0,             0.48434,             0.52174,             0.47576,             0.17293,            0.054401,             0.01741,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.050955,            0.021976,                   0,             0.61442,             0.52174,             0.51258,             0.20198,            0.054908,            0.017591,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.051382,            0.022709,                   0,             0.68159,             0.55072,             0.58436,             0.24594,            0.052228,            0.016456,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.051464,            0.023877,                   0,             0.69214,             0.58696,             0.62946,             0.25419,            0.048808,            0.016215,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.050359,            0.022105,                   0,             0.52261,             0.52899,             0.48543,             0.20882,            0.053396,            0.016939,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.050311,             0.02207,                   0,             0.60923,             0.57971,             0.60285,             0.25302,            0.050438,            0.016209,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.050529,            0.022466,                   0,             0.61283,             0.56522,              0.5919,             0.24949,            0.049689,            0.016407,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.049834,            0.021898,                   0,             0.63436,             0.56575,              0.6089,             0.22965,            0.051058,            0.016519,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.049181,            0.021754,                   0,             0.64035,             0.61594,             0.61127,             0.25044,            0.050414,            0.016486,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.049743,            0.022219,                   0,             0.70396,             0.60311,             0.66106,             0.26541,            0.048917,            0.016745,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.048338,            0.020912,                   0,             0.65415,             0.62319,              0.6403,             0.26602,            0.047349,             0.01714,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.048773,            0.021848,                   0,             0.70197,             0.61446,             0.64667,             0.23809,             0.05037,            0.015644,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.046707,            0.021819,                   0,             0.69439,             0.59274,              0.6358,             0.26629,            0.050073,            0.016424,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.047414,            0.023269,                   0,             0.56482,             0.66776,             0.64448,             0.24809,            0.048451,            0.016279,                   0,            0.006106,            0.006106,            0.006106
                  61,             0.04674,             0.02157,                   0,             0.67247,             0.51449,               0.553,             0.22191,            0.052294,            0.016853,                   0,             0.00604,             0.00604,             0.00604
                  62,             0.04718,             0.02196,                   0,             0.72381,              0.6267,             0.68236,             0.26737,            0.047341,            0.016035,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.048072,            0.021195,                   0,             0.60533,              0.6087,              0.6313,             0.25778,            0.047753,            0.016284,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.046602,            0.021265,                   0,             0.63847,             0.60145,             0.64456,             0.26176,            0.048363,             0.01615,                   0,            0.005842,            0.005842,            0.005842
                  65,             0.04723,            0.020686,                   0,             0.62727,             0.63768,             0.65589,             0.22878,            0.049728,            0.016337,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.046877,            0.021741,                   0,             0.76274,             0.60145,             0.64427,             0.24352,            0.048627,            0.016194,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.045516,            0.021956,                   0,             0.63819,             0.57971,             0.57612,             0.24826,            0.049966,            0.017442,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.045096,            0.022512,                   0,             0.62841,             0.62319,             0.62791,             0.22504,            0.051377,            0.015676,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.046644,            0.021819,                   0,             0.64812,             0.65401,             0.67106,             0.26413,            0.049018,            0.016332,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.044382,            0.020741,                   0,             0.67766,             0.66667,             0.69869,             0.27373,            0.047918,            0.015583,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.045056,            0.021249,                   0,             0.66695,             0.68841,             0.72266,             0.28693,            0.046507,            0.015687,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.044264,            0.021242,                   0,             0.71598,             0.72464,             0.75007,             0.28634,            0.045611,            0.015512,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.044218,            0.019539,                   0,             0.67716,             0.68398,             0.69331,              0.2671,            0.048117,            0.015705,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.045456,            0.021091,                   0,             0.66096,             0.64493,             0.65214,             0.25877,            0.049295,            0.016343,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.045509,            0.021273,                   0,             0.78451,             0.65942,             0.70058,             0.25957,            0.047867,            0.015594,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.043353,            0.020607,                   0,             0.72784,              0.6087,             0.64534,             0.24942,            0.049235,            0.016012,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.043568,            0.020577,                   0,             0.73957,             0.69565,             0.73306,             0.30665,            0.047189,            0.016012,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.042426,             0.02059,                   0,             0.76248,              0.6087,             0.69618,             0.27389,            0.048243,            0.015549,                   0,            0.004918,            0.004918,            0.004918
                  79,              0.0439,             0.02025,                   0,             0.70365,              0.5942,             0.60902,             0.24099,            0.050395,            0.016162,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.042386,            0.019464,                   0,             0.74112,             0.67391,             0.71522,             0.28598,            0.046344,            0.016004,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.043129,            0.020478,                   0,             0.62075,             0.60145,             0.60578,             0.24153,            0.050362,            0.016438,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.042439,              0.0205,                   0,             0.75809,             0.65217,             0.72828,             0.29711,            0.046452,            0.015506,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.041463,            0.019196,                   0,             0.80122,             0.65942,             0.73991,             0.29781,            0.046953,            0.015541,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.041686,            0.021057,                   0,              0.7318,             0.69565,             0.73541,             0.29734,            0.047252,            0.015149,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.041416,            0.018996,                   0,             0.81623,             0.67391,              0.7404,             0.31427,            0.047603,            0.015432,                   0,            0.004456,            0.004456,            0.004456
                  86,             0.04191,            0.019249,                   0,             0.63577,              0.6087,             0.60337,             0.23629,             0.04959,            0.015762,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.041167,             0.01937,                   0,             0.74316,             0.67098,             0.72188,             0.29899,            0.047085,            0.015535,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.041246,            0.019774,                   0,             0.71584,             0.67391,             0.69077,             0.27629,            0.047758,            0.015589,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.040342,            0.019312,                   0,             0.71921,             0.68116,             0.68862,             0.26633,            0.047647,            0.015414,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.041494,            0.019237,                   0,             0.69964,              0.6583,              0.6715,             0.26047,            0.048661,            0.016166,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.041407,            0.019794,                   0,              0.6846,             0.67391,             0.69472,             0.29934,            0.047721,            0.016445,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.040015,            0.019404,                   0,             0.65405,             0.67391,             0.65295,             0.26999,            0.048874,            0.015561,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.041476,            0.019123,                   0,             0.70109,             0.60145,              0.6519,             0.25334,            0.049571,            0.016363,                   0,            0.003928,            0.003928,            0.003928
                  94,             0.03962,            0.019826,                   0,             0.65491,             0.57971,             0.59008,             0.25672,            0.050232,            0.017494,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.040399,             0.01976,                   0,             0.76391,              0.7029,             0.74051,              0.3189,            0.045729,            0.015323,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.039057,            0.019771,                   0,             0.73587,             0.57246,             0.62231,             0.25281,             0.04995,            0.017307,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.038772,            0.019565,                   0,             0.75502,             0.73913,             0.74017,             0.28658,            0.046215,            0.015149,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.039355,            0.019448,                   0,              0.7506,             0.67391,             0.69969,             0.31179,            0.046554,            0.015459,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.039553,            0.017885,                   0,             0.67804,             0.63768,             0.64863,             0.28236,            0.048679,            0.016986,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.039249,            0.019235,                   0,             0.78897,             0.63768,             0.71865,             0.29069,            0.048802,            0.015188,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.037119,            0.018786,                   0,             0.73724,             0.65217,             0.68005,             0.27707,            0.047261,            0.015602,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.037554,            0.019274,                   0,             0.74826,             0.64616,             0.69632,             0.27615,            0.047523,            0.015885,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.038138,            0.018067,                   0,             0.76188,             0.67391,             0.71018,             0.30553,            0.046707,            0.015594,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.037817,            0.018554,                   0,             0.82146,             0.63349,             0.70172,             0.29889,            0.047201,             0.01615,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.037784,            0.018319,                   0,             0.74736,             0.63043,             0.62121,             0.26037,            0.048369,            0.016877,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.036976,              0.0183,                   0,             0.82348,             0.70988,             0.74549,             0.30185,            0.046267,            0.015584,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.036454,            0.018392,                   0,             0.75135,              0.7007,             0.74207,             0.31942,            0.046185,            0.015419,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.035468,            0.017408,                   0,              0.7637,             0.67917,             0.74004,              0.3123,            0.047197,            0.015227,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.036182,            0.018934,                   0,             0.76478,             0.65217,             0.70096,             0.29678,            0.047663,            0.015839,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.036563,            0.018618,                   0,             0.73538,              0.7029,               0.686,             0.28889,            0.046657,            0.015846,                   0,            0.002806,            0.002806,            0.002806
                 111,             0.03557,            0.017983,                   0,             0.80394,             0.68341,             0.71561,             0.29632,            0.047443,            0.015666,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.035899,            0.017623,                   0,             0.77271,             0.73904,             0.73184,             0.30036,            0.047038,            0.015715,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.034411,            0.017279,                   0,             0.74923,             0.73611,             0.73895,             0.32297,            0.046558,            0.015183,                   0,            0.002608,            0.002608,            0.002608
                 114,             0.03602,            0.018422,                   0,             0.78406,             0.66667,              0.7169,              0.3104,            0.047037,             0.01549,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.034987,            0.017096,                   0,             0.79821,             0.73188,             0.76263,             0.32364,            0.046038,            0.015455,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.035613,            0.017705,                   0,             0.78747,             0.67391,             0.71566,             0.31597,            0.045187,            0.015315,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.034927,            0.017618,                   0,             0.75546,              0.7029,             0.72844,             0.30803,             0.04619,             0.01542,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.034396,            0.017928,                   0,             0.78064,             0.72464,             0.76628,             0.32217,            0.046167,            0.015754,                   0,            0.002278,            0.002278,            0.002278
                 119,              0.0345,            0.018002,                   0,             0.79458,             0.66667,             0.71734,             0.32039,            0.046347,            0.015708,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.032929,            0.017511,                   0,             0.76709,             0.67391,               0.723,             0.32477,            0.045463,            0.015455,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.034306,            0.016904,                   0,             0.77031,             0.71014,             0.72912,             0.29918,            0.047491,            0.015627,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.034459,            0.015713,                   0,             0.79079,             0.69565,             0.72926,              0.3137,            0.046486,            0.015215,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.033581,              0.0179,                   0,             0.78979,             0.68841,             0.74252,             0.31671,            0.046989,            0.015259,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.033173,            0.017223,                   0,              0.7259,             0.67391,             0.71785,             0.30376,            0.047339,            0.015284,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.033379,            0.016477,                   0,             0.79549,             0.64493,             0.73063,             0.30161,             0.04791,            0.015548,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.033621,            0.017425,                   0,             0.77853,             0.68779,             0.71577,             0.29977,            0.047654,            0.015862,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.032935,            0.016926,                   0,             0.71678,             0.68841,             0.68968,             0.29152,            0.047547,            0.015802,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.033998,            0.016868,                   0,             0.71058,             0.67608,             0.70877,             0.30174,            0.046534,            0.016465,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.032822,            0.016876,                   0,              0.7186,             0.63768,             0.66685,             0.27554,            0.047953,            0.016524,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.031516,            0.016695,                   0,             0.79699,             0.62588,             0.70116,             0.32395,             0.04718,            0.015644,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.032481,            0.017272,                   0,              0.7701,             0.63112,             0.68957,             0.31017,            0.046669,            0.015798,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.031947,            0.015475,                   0,             0.83885,             0.71671,             0.74665,             0.30023,            0.047891,            0.015832,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.032205,            0.016328,                   0,             0.74275,             0.66667,             0.70397,             0.30217,            0.048145,            0.016178,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.031429,            0.015592,                   0,             0.71403,             0.68841,             0.69765,             0.29043,            0.048345,            0.015968,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.031709,            0.015879,                   0,             0.77925,             0.66509,             0.70438,              0.3026,            0.047773,            0.015669,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.030753,             0.01566,                   0,             0.73953,             0.67896,             0.71323,              0.3163,            0.047753,            0.015715,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.031527,             0.01604,                   0,             0.74378,             0.65211,             0.67047,             0.28685,            0.047524,            0.016471,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.031585,            0.016369,                   0,             0.74084,              0.5942,             0.68294,             0.28783,            0.047105,            0.016417,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.031018,            0.016706,                   0,             0.74661,             0.66667,             0.71007,             0.30092,            0.047035,            0.015926,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.031093,            0.016271,                   0,             0.75668,             0.68841,             0.71513,             0.31099,            0.046954,            0.015728,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.030799,            0.016785,                   0,              0.7151,             0.73188,             0.71563,             0.31373,            0.047044,            0.015801,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.031472,            0.016823,                   0,             0.77252,             0.69565,             0.71339,             0.30943,            0.047195,            0.015815,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.030235,            0.015307,                   0,             0.76338,             0.68116,             0.71589,             0.32152,            0.046543,            0.016012,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.030248,            0.015379,                   0,             0.78735,             0.67391,             0.71739,             0.31252,            0.046957,            0.016165,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.030936,            0.015672,                   0,             0.78719,             0.68841,             0.72936,             0.31638,            0.047382,            0.015953,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.031195,            0.015578,                   0,             0.79993,             0.69533,             0.73182,             0.31352,            0.047825,            0.015977,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.030191,            0.015468,                   0,             0.80391,             0.65358,             0.71923,             0.30754,            0.047593,            0.015955,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.029226,             0.01526,                   0,             0.75035,             0.69696,             0.71704,             0.30965,            0.047821,            0.016007,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.029825,            0.016389,                   0,             0.78142,             0.66667,             0.69206,             0.30224,            0.047762,            0.016217,                   0,            0.000232,            0.000232,            0.000232
